question,answer
 يقول السائل: قام شخص ببيع بيته في حضور شهود، واتفقا على أن يدفع المشتري بعض الثمن، ويدفع الباقي بعد شهرين من توقيع العقد، وتمّ تحرير عقد البيع ومخالصة بأنَّ البائع تسلم كامل الثمن بناء على طلب الشهود، وضمن الشهود أصول باقي المبلغ المستحق للبائع، لكن المشتري تأخر في الوفاء بوعده؛ فما حكم الشرع في سلوك المشتري الذي لم يوف بوعده بسداد كافة الحقوق المالية؟ ,حكم الرجوع على الضامن بالدين عند مماطلة المدين
 يقول السائل: يدَّعِي بعض الناس أنَّ رسول الله صلى الله عليه وآله وسلم نقض العهد في صلح الحديبية حينما اتفق مع قريش على أن يردّ عليهم كلَّ رجلٍ منهم جاء إليه ولو كان مسلمًا؛ فما الرد على هذه الدعوى؟ ,الرد على دعوى أن نقض العهد في صلح الحديبية كان من طرف المسلمين
 هل هناك ما يدلّ على صحة أن النبيّ صلى الله عليه وآله وسلم يردُّ السلام على كل مَن يُسلّم عليه؟ ,الأدلة على صحة أن النبي يردّ السلام على من يُسلم عليه
 ما هو الثواب الذي أعده الله تعالى لمَن يسعى في قضاء حوائج الناس وتفريج كرباتهم؟ ,بيان ثواب قضاء حوائج الناس وتفريج الكربات عنهم
 ما معنى قوله تعالى:﴿إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا﴾، وهل المراد منه أنه لا بد أن تُؤَدَّى الصلاة بعد الأذان مباشرة؟ ,المعنى المراد من قوله تعالى: ﴿إِنَّ الصَّلَاةَ كَانَتْ عَلَى الْمُؤْمِنِينَ كِتَابًا مَوْقُوتًا﴾
 ما ضابط نشوز الزوجة وحقوقها عند الطلاق؟ لأنه يوجد رجل زوجته ترفض طاعته وترفض أن تعطيه حقوقه الشرعية، وتقول له ألفاظًا لا تليق به، وترفض العيش في بيت الزوجية، وهي الآن عند أهلها خارجة عن طاعته. ويطلب بيان الحكم الشرعي في حقوقه عليها كزوج، وإذا حدث طلاق هل لها الحق في حضانة الطفل؟ وهل لها نفقة؟ وهل تعد بذلك ناشزًا؟ ,ضابط نشوز الزوجة وحقوقها عند الطلاق
" هل يجوز أن نقول بعد ذكر السيدة فاطمة الزهراء والإمام الحسين: ""رضي الله عنهما وأرضاهما"" أو ""عليهما السلام""؟ ",إطلاق لفظ السلام على آل بيت النبي وأصحابه
 سائل يقول: هناك مَن يدَّعي أن وصف النبي صلى الله عليه وآله وسلم بأنه (كاشف الغمة) لا يصح شرعًا؛ لأن الذي يكشف الغمة هو الله وحده؛ حيث يقول:﴿وَإِنْ يَمْسَسْكَ اللهُ بِضُرٍّ فَلَا كَاشِفَ لَهُ إِلَّا هُوَ﴾، فهل ذلك صحيح؟ وكيف نُوفِّق بين هذا وذاك؟ ,التوفيق بين وصف النبي بكاشف الغمة وبين قوله تعالى: ﴿وَإِنْ يَمْسَسْكَ اللهُ بِضُرٍّ فَلَا كَاشِفَ لَهُ إِلَّا هُوَ﴾
 هل قول الله تعالى:﴿وَلَوْ أَنَّهُمْ إِذْ ظَلَمُوا أَنْفُسَهُمْ جَاءُوكَ فَاسْتَغْفَرُوا اللهَ وَاسْتَغْفَرَ لَهُمُ الرَّسُولُ لَوَجَدُوا اللهَ تَوَّابًا رَحِيمًا﴾[النساء: 64] مُقيَّدٌ بحياة النبي عليه السلام؟ وما حكم قراءتها عند زيارة المقام النبوي الشريف؟ ,ما تفيده الآية الكريمة: ﴿وَلَوْ أَنَّهُمْ إِذْ ظَلَمُوا أَنْفُسَهُمْ جَاءُوكَ فَاسْتَغْفَرُوا اللهَ﴾ وحكم قراءتها عند زيارة المقام النبوي الشريف
 سائل يقول: أمتلك دفتر توفير في أحد البنوك، فهل تجب فيه الزكاة؟ وما كيفية إخراجها؟ ,بيان كيفية زكاة المال الموجود في دفتر التوفير
 سائل يسأل عن مدى جواز إخراج الزكاة كلها للأقارب؟ ,حكم إخراج الزكاة للأقارب
 سائل يسأل عن حكم خلط مال الزكاة على مال الصدقة وإنفاقه على المحتاجين، وهل هذا يجوز شرعًا؟ ,حكم خلط مال الزكاة بالصدقات وإنفاقه على المحتاجين
 سائل يقول: هناك مَن ينكر حياة النبي صلى الله عليه وآله وسلم في روضته، وينكر نفعه لأمته بعد انتقاله للرفيق الأعلى، فكيف نرد على ذلك؟ ,حياة النبي  صلى الله عليه وآله وسلم في روضه الشريف
 يقول السائل: أعمل بالتجارة ولا أتمكن من عمل جرد كل سنة، ممَّا يترتب عليه تأخري في إخراج الزكاة؛ فهل يجوز إخراج زكاة مالي تقديريًّا؟ وهل يجوز خصم الضريبة السنوية التي تُدفَع للدولة من صافي الأرباح الناتجة عن الأعمال التجارية؟ ,وقت إخراج الزكاة على أموال التجارة وحكم خصم الضرائب من الأرباح
 ما حكم استخدام الصور التي لا تتفق مع الآداب العامة والتي تُثِير الفتنة في الدعاية والإعلانات التجارية للمنتجات المختلفة؟ ,مراعاة الأعراف والآداب العامة في الترويج والإعلانات للمنتجات
 يقول السائل: ما حكم إعطاء بنتي مالًا للحجّ أسوة بأخويها؛ فقد حج الابنان من مالي الخاص، وأخاف أن تأخذه وتنفقه على زواج أولادها ولا تحجّ؟ ,حكم هبة المال للبنت لغرض الحج وحثها على تعجيله
 ما حكم إلقاء موعظة أثناء انتظار المشيعين لحضور الجنازة للصلاة عليها، وعند القبر بعد دفن الميت؟ وما حكم رَمْيُ مَن يفعل ذلك بالابتداع؟ ,حكم إلقاء موعظة قبل صلاة الجنازة وكذلك عند القبر بعد الدفن
 يريد السائل معرفة شرح وتوضيح وبيان معاني الآيات: (23، 24، 25، 26) من سورة النساء، وبيان معنى قوله تعالى: ﴿فَمِنْ مَا مَلَكَتْ أَيْمَانُكُمْ مِنْ فَتَيَاتِكُمُ الْمُؤْمِنَاتِ﴾، ويسأل عن الأجر المقصود في هذه الآية؟ وهل يجوز هذا الوضع في عصرنا هذا؟ وما معنى إذن أهلها؛ حيث إنه يملكها من الأصل فما الداعي للإذن من أهلها؟ ,توضيح وبيان معاني آيات بينات من سورة النساء
 يقول السائل: رجل له أولاد قُصّر ورثوا من أخيهم لأمهم ميراثًا حال وجود أمهم، فهل هناك حاجة لنصب وصيّ عليهم مع وجود أبيهم الوليّ في مالهم، وهل يجوز لأبيهم بحكم ولايته أن يقبض أموالهم وحقوقهم ويخاصم في ذلك لهم وعليهم؟ خصوصًا وأنه لم يظهر عليه ما يخلّ بالولاية. ,ولاية الأب على ميراث أولاده الصغار
 سائل يسأل عمَّا يأتي: تُوفّي تاجر عن ورثة، وأوصى قبل وفاته رجلًا بقضاء ديونه وتنفيذ وصاياه، فهل للوصي قضاء الديون الثابتة على المتوفى وتنفيذ وصاياه دون إذن من الورثة؛ اعتمادًا على وصية المتوفى ودفاتره، أو لا بُدّ من إثبات ذلك لدى القضاء؟ ,تصرف الموصى له بسداد دين المتوفى وتنفيذ وصاياه دون إذن الورثة
" ما حكم إطلاق لفظ ""السيد"" على آحاد الناس؟ فهناك بعض الناس يناديهم غيرُهم بلفظ: ""سيدي"" فلان، أو بلفظ: ""السيد"" فلان وما شابه ذلك من الألفاظ؛ فهل ذلك جائزٌ شرعًا؟ حيث نجد من يمنع ذلك بحجة أن الله تعالى هو السيد. ","حكم إطلاق لفظ ""السيد"" على آحاد الناس"
